經號 , 冊數 , 卷數 , 經名 , 作譯者
X0773 , 46 , 1 , 釋摩訶衍論科 , 宋 普觀治定
X0774 , 46 , 6 , 釋摩訶衍論記 , 宋 普觀述
X0775 , 46 , 4 , 釋摩訶衍論通玄鈔 , 遼 志福撰
X0776 , 46 , 4 , 大宗地玄文本論略註 , 清 楊文會略註
X0777 , 46 , 1 , 金剛頂菩提心論略記 , 唐 遍滿撰
X0784 , 46 , 7 , 大乘四論玄義 , 唐 均正撰
X0786 , 46 , 1 , 大乘法界無差別論疏領要鈔科 , 宋 普觀錄
X0787 , 46 , 2 , 大乘法界無差別論疏領要鈔 , 宋 普觀述
X0788 , 46 , 1 , 掌珍論疏 , 
X0790 , 46 , 1 , 法華經論述記 , 唐
X0791 , 46 , 7 , 大智度論疏 , 南北朝 慧影抄撰
X0794 , 47 , 1 , 瑜伽論劫章頌 , 唐 窺基撰
X0796 , 48 , 10 , 雜集論述記 , 唐 窺基撰
X0797 , 48 , 1 , 中邊分別論疏 , 新羅 元曉撰
X0799 , 48 , 3 , 百法論顯幽鈔 , 宋 從芳述
X0802 , 48 , 1 , 百法明門論論義 , 明 德清述
X0803 , 48 , 1 , 百法明門論纂 , 明 廣益纂釋
X0804 , 48 , 1 , 百法明門論贅言 , 唐 窺基解　明 明昱贅言
X0805 , 48 , 1 , 百法明門論直解 , 明 智旭解
X0806 , 48 , 2 , 成唯識論料簡 , 唐 窺基撰
X0808 , 48 , 4 , 成唯識論別抄 , 唐 窺基撰
X0810 , 49 , 1 , 成唯識論掌中樞要記 , 唐 智周述
X0812 , 49 , 1 , 成唯識論了義燈記 , 唐 智周撰
X0814 , 49 , 5 , 成唯識論義蘊 , 唐 道邑撰
X0815 , 49 , 12 , 成唯識論疏義演 , 唐 如理集
X0816 , 50 , 1 , 成唯識論演秘釋 , 唐 如理撰
X0817 , 50 , 1 , 註成唯識論 , 
X0818 , 50 , 7 , 成唯識論學記 , 新羅 太賢集
X0819 , 50 , 16 , 成唯識論疏抄 , 唐 靈泰撰
X0820 , 50 , 10 , 成唯識論俗詮 , 明 明昱俗詮
X0821 , 50 , 10 , 成唯識論集解 , 明 通潤集解
X0822 , 50-51 , 10 , 成唯識論證義 , 明 王肯堂證義
X0823 , 51 , 10 , 成唯識論自攷 , 明 大惠錄
X0824 , 51 , 10 , 成唯識論觀心法要 , 明 智旭述
X0825 , 51 , 2 , 成唯識論音響補遺科 , 清 智素科
X0826 , 51 , 10 , 成唯識論音響補遺 , 清 智素補遺
X0827 , 51 , 1 , 唯識三十論約意 , 明 明昱約意
X0828 , 51 , 1 , 唯識三十論直解 , 明 智旭解
X0830 , 51 , 1 , 觀所緣緣論會釋 , 明 明昱會釋
X0831 , 51 , 1 , 觀所緣緣論直解 , 明 智旭解
X0832 , 51 , 1 , 觀所緣緣論釋記 , 明 明昱錄記
X0833 , 51 , 1 , 觀所緣緣論釋直解 , 明 智旭解
X0836 , 53 , 7 , 俱舍論疏 , 唐 神泰述
X0837 , 53 , 1 , 俱舍論法宗原 , 唐 普光撰
X0838 , 53 , 1 , 俱舍論頌疏序記 , 唐 法盈修
X0839 , 53 , 3 , 俱舍論頌疏義鈔 , 唐 慧暉述
X0841 , 53 , 29 , 俱舍論頌疏記 , 唐 遁麟述
X0842 , 53 , 2 , 俱舍論頌疏 , 某補作
X0843 , 53 , 2 , 順正理論述文記 , 唐 元瑜述
X0844 , 53 , 1 , 異部宗輪論疏述記 , 唐 窺基記
X0845 , 53 , 1 , 遺教經論住法記 , 宋 元照述
X0846 , 53 , 3 , 遺教經論記 , 宋 觀復述
X0847 , 53 , 1 , 因明入正理門論述記 , 唐 神泰述
X0848 , 53 , 1 , 因明入正理論疏 , 唐 文軌述
X0852 , 53 , 1 , 因明入正理論續疏 , 唐 慧沼述
X0853 , 53 , 3 , 因明入正理論疏前記 , 唐 智周撰
X0854 , 53 , 3 , 因明入正理論疏後記 , 唐 智周撰
X0855 , 53 , 1 , 因明入正理論疏抄 , 唐 智周撰
X0856 , 53 , 1 , 因明入正理論解 , 明 真界集解
X0857 , 53 , 1 , 因明入正理論集解 , 明 王肯堂集釋
X0858 , 53 , 1 , 因明入正理論直疏 , 明 明昱疏
X0859 , 53 , 1 , 因明入正理論直解 , 明 智旭述
X0860 , 53 , 1 , 判比量論 , 新羅 元曉述
X0861 , 53 , 1 , 三支比量義鈔 , 唐 玄奘立　宋 延壽造　明 明昱鈔
X0862 , 53 , 1 , 真唯識量略解 , 明 智旭略解
X0866 , 54 , 2 , 肇論疏 , 晉 惠達撰
X0868 , 54 , 1 , 肇論疏科 , 宋 遵式排定
X0869 , 54 , 1 , 夾科肇論序注 , 宋 曉月注
X0870 , 54 , 6 , 注肇論疏 , 宋 遵式述
X0872 , 54 , 3 , 肇論新疏游刃 , 宋 文才述
X0873 , 54 , 6 , 肇論略註 , 明 德清述
X0876 , 54 , 1 , 三論略章 , 隋 吉藏撰
X0878 , 54 , 1 , 物不遷正量證 , 明 道衡述
X0879 , 54 , 2 , 物不遷正量論 , 明 鎮澄著
X0880 , 54 , 1 , 物不遷論辯解 , 明 真界解
X0882 , 55 , 3 , 大乘法苑義林章補闕 , 唐 慧沼撰
X0883 , 55 , 2 , 大乘法苑義林章決擇記 , 唐 智周撰
X0884 , 55 , 1 , 表無表章栖翫記 , 宋 守千述
X0888 , 55 , 2 , 唯識開蒙問答 , 元 雲峯集
X0890 , 55 , 1 , 八識規矩補註證義 , 明 明昱證義
X0891 , 55 , 1 , 八識規矩略說 , 明 正誨略說
X0892 , 55 , 1 , 八識規矩頌解 , 明 真可述
X0893 , 55 , 1 , 八識規矩通說 , 明 德清述
X0894 , 55 , 1 , 八識規矩纂釋 , 明 廣益纂釋
X0895 , 55 , 1 , 八識規矩直解 , 明 智旭解
X0896 , 55 , 1 , 八識規矩淺說 , 清 行舟說
X0897 , 55 , 1 , 八識規矩頌注 , 清 行舟註
X0898 , 55 , 1 , 八識規矩論義 , 清 性起論釋　善漳等錄
X0899 , 55 , 1 , 相宗八要 , 明 洪恩輯
X0900 , 55 , 1 , 相宗八要解 , 明 明昱著
X0901 , 55 , 1 , 相宗八要直解 , 明 智旭解
X0902 , 55 , 1 , 一乘佛性究竟論 , 唐 法寶述
X0903 , 55 , 1 , 隨自意三昧 , 陳 慧思撰
X0904 , 55 , 5 , 大乘止觀法門宗圓記 , 宋 了然述
X0905 , 55 , 4 , 大乘止觀法門釋要 , 明 智旭述
X0907 , 55 , 1 , 禪門章 , 隋 智顗說
X0908 , 55 , 1 , 禪門要略 , 隋 智顗出
X0909 , 55 , 2 , 三觀義 , 隋 智顗撰
X0911 , 55 , 1 , 觀心食法 , 隋 智顗述
X0912 , 55 , 1 , 觀心誦經法記 , 隋 智顗說　唐 湛然述
X0913 , 55 , 1 , 天台智者大師發願文 , 隋 智顗撰
X0914 , 55 , 1 , 普賢菩薩發願文 , 隋 智顗撰
X0915 , 55 , 3 , 刪定止觀 , 唐 梁肅述
X0916 , 55 , 1 , 天台智者大師傳論 , 唐 梁肅述
X0917 , 55 , 1 , 止觀科節 , 唐 法藏撰
X0918 , 55 , 1 , 止觀記中異義 , 唐 道邃說　乾淑集
X0919 , 55 , 10 , 止觀輔行搜要記 , 唐 湛然述
X0920 , 55 , 4 , 止觀輔行助覽 , 宋 有嚴注
X0921 , 56 , 6 , 摩訶止觀義例纂要 , 宋 從義撰
X0922 , 56 , 1 , 摩訶止觀義例科 , 宋 從義排
X0923 , 56 , 6 , 摩訶止觀義例隨釋 , 宋 處元述
X0924 , 56 , 2 , 摩訶止觀貫義科 , 明 天溪說　清 靈耀補定
X0925 , 56 , 1 , 十不二門義 , 唐 道邃錄出
X0926 , 56 , 2 , 法華十妙不二門示珠指 , 宋 源清述
X0927 , 56 , 1 , 註法華本迹十不二門 , 宋 宗翌述
X0928 , 56 , 1 , 十不二門文心解 , 宋 仁岳述
X0929 , 56 , 1 , 法華玄記十不二門顯妙 , 宋 處謙述
X0930 , 56 , 2 , 十不二門樞要 , 宋 了然述
X0931 , 56 , 2 , 十不二門指要鈔詳解 , 宋 可度詳解　明 正謐分會
X0932 , 56 , 2 , 金剛錍論私記 , 唐 明曠記　日本 辯才會
X0933 , 56 , 1 , 金剛錍科 , 宋 淨岳撰
X0934 , 56 , 1 , 金剛錍科 , 宋 智圓集
X0935 , 56 , 4 , 金剛錍顯性錄 , 宋 智圓集
X0936 , 56 , 1 , 金剛錍論義解 , 宋 善月述
X0937 , 56 , 3 , 金剛錍論釋文 , 宋 時舉釋　明 海眼會
X0938 , 56 , 1 , 始終心要注 , 宋 從義注
X0939 , 56 , 3 , 法華五百問論 , 唐 湛然述
X0940 , 56 , 1 , 學天台宗法門大意 , 唐 行滿述
X0941 , 56 , 1 , 六即義 , 唐 行滿述
X0942 , 56 , 6 , 天台宗未決（附釋疑） , 日本 最澄．圓澄．義真．光定．德圓 問　唐 道邃．廣修．維蠲．宗頴 答
X0943 , 56 , 1 , 法華龍女成佛權實義 , 宋 源清述
X0944 , 56 , 1 , 寶雲振祖集 , 宋 宗曉編
X0946 , 56 , 1 , 螺溪振祖集 , 宋 元悟編
X0948 , 56 , 7 , 四明仁岳異說叢書 , 宋 繼忠集
X0949 , 56 , 51 , 閑居編 , 宋 智圓著
X0950 , 57 , 3 , 金園集 , 宋 遵式述　慧觀重編
X0951 , 57 , 3 , 天竺別集 , 宋 遵式述　慧觀重編
X0952 , 57 , 1 , 重編天台諸文類集 , 宋 如吉編
X0953 , 57 , 1 , 別傳心法議 , 宋 戒珠撰
X0954 , 57 , 1 , 三千有門頌略解 , 明 真覺略解
X0955 , 57 , 1 , 復宗集 , 宋 與咸述
X0956 , 57 , 2 , 山家義苑 , 宋 可觀述　智增證
X0957 , 57 , 1 , 竹菴艸錄 , 宋 可觀撰
X0958 , 57 , 1 , 圓頓宗眼 , 宋 法登述
X0959 , 57 , 1 , 議中興教觀 , 宋 法登述
X0960 , 57 , 1 , 三教出興頌註 , 宋 宗曉注
X0961 , 57 , 1 , 施食通覽 , 宋 宗曉編
X0962 , 57 , 1 , 不可剎那無此君 , 宋 義銛述
X0963 , 57 , 1 , 北峯教義 , 宋 宗印撰
X0964 , 57 , 4 , 台宗十類因革論 , 宋 善月述
X0965 , 57 , 3 , 山家緒餘集 , 宋 善月述
X0966 , 57 , 4 , 台宗精英集 , 宋 普容集
X0967 , 57 , 2 , 教觀撮要論 , 宋
X0968 , 57 , 2 , 增修教苑清規 , 元 自慶編述
X0969 , 57 , 2 , 天台傳佛心印記註 , 明 傳燈註
X0970 , 57 , 6 , 性善惡論 , 明 傳燈註
X0971 , 57 , 1 , 書 , 明 克勤著
X0972 , 57 , 3 , 法界安立圖 , 明 仁潮錄
X0974 , 57 , 1 , 教觀綱宗釋義 , 明 智旭述
X0975 , 57 , 4 , 隨緣集 , 清 靈耀著
X0976 , 57 , 3 , 四教儀集解 , 宋 從義撰
X0977 , 57 , 2 , 四教儀備釋 , 元 元粹述
X0978 , 57 , 1 , 四教儀集註科 , 元 蒙潤排定
X0979 , 57 , 1 , 四教儀集註節義 , 清 靈耀節
X0980 , 57 , 10 , 四教儀註彙補輔宏記 , 清 性權記
X0985 , 58 , 1 , 華嚴融會一乘義章明宗記 , 宋 師會述
X0991 , 58 , 1 , 華嚴經普賢觀行法門 , 唐 法藏撰
X0993 , 58 , 1 , 華嚴還源觀科 , 宋 淨源刊正
X0994 , 58 , 1 , 華嚴妄盡還源觀疏鈔補解 , 宋 淨源述
X0995 , 58 , 10 , 華嚴一乘教義分齊章義苑疏 , 宋 道亭述
X0996 , 58 , 2 , 華嚴一乘教義分齊章焚薪 , 宋 師會錄
X0997 , 58 , 1 , 華嚴一乘教義分齊章科 , 宋 師會述
X0998 , 58 , 3 , 華嚴一乘教義分齊章復古記 , 宋 師會．善熹述
X0999 , 58 , 1 , 五教章集成記 , 宋 希迪述
X1000 , 58 , 1 , 評復古記 , 宋 希迪錄
X1004 , 58 , 1 , 五蘊觀 , 唐 澄觀述
X1005 , 58 , 1 , 華嚴心要法門註 , 唐 宗密述
X1007 , 58 , 1 , 註華嚴法界觀科文 , 唐 宗密述
X1008 , 58 , 1 , 註華嚴法界觀科文 , 唐 宗豫述
X1010 , 58 , 1 , 勸發菩提心文 , 唐 裴休述
X1013 , 58 , 1 , 華嚴法相槃節 , 宋 道通述
X1014 , 58 , 1 , 法界觀披雲集 , 宋 道通述
X1015 , 58 , 2 , 圓宗文類 , 高麗 義天集
X1016 , 58 , 1 , 註華嚴同教一乘策 , 宋 師會述　希迪註
X1017 , 58 , 1 , 註同教問答 , 宋 師會述　善熹註
X1018 , 58 , 1 , 評金剛錍 , 宋 善熹述
X1019 , 58 , 1 , 辨非集 , 宋 善熹述
X1020 , 58 , 1 , 斥謬 , 宋 善熹書
X1022 , 58 , 1 , 五相智識頌 , 宋 佚名撰
X1023 , 58 , 1 , 華嚴大意 , 明 善堅撰
X1024 , 58 , 6 , 賢首五教儀 , 清 續法集錄
X1025 , 58 , 1 , 賢首五教儀開蒙 , 清 續法集
X1026 , 58 , 1 , 賢首五教斷證三覺揀濫圖 , 清 續法集
X1027 , 58 , 1 , 法界宗蓮花章 , 清 續法集
X1028 , 58 , 1 , 華嚴鏡燈章 , 清 續法集
X1029 , 58 , 1 , 一乘決疑論 , 清 彭際清述
X1030 , 58 , 1 , 華嚴念佛三昧論 , 清 彭際清述
X1031 , 58 , 3 , 華嚴原人論發微錄 , 宋 淨源述
X1032 , 58 , 3 , 華嚴原人論解 , 元 圓覺解
X1033 , 58 , 2 , 華嚴原人論合解 , 元 圓覺解　明 楊嘉祚刪合
X1043 , 59 , 1 , 看命一掌金 , 唐 一行著
X1048 , 59 , 1 , 持咒仙人飛鉢儀軌 , 唐 不空拔出
X1052 , 59 , 1 , 成就夢想法 , 唐 不空述
X1054 , 59 , 1 , 多利心菩薩念誦法 , 南天竺 跋折羅菩提集撰
X1069 , 59 , 1 , 釋迦牟尼如來拔除苦惱現大神變飛空大鉢法 , 唐 般若傳
X1073 , 59 , 1 , 金胎兩界師資相承 , 唐 海雲集
X1074 , 59 , 1 , 胎金兩界血脈 , 唐 造玄增補
X1077 , 59 , 3 , 準提淨業 , 明 謝于教著
X1078 , 59 , 1 , 準提心要 , 明 施堯挺撰
X1079 , 59 , 1 , 持誦準提真言法要 , 清 弘贊輯
X1080 , 59 , 1 , 瑜伽集要施食儀軌 , 明 袾宏重訂
X1081 , 59 , 1 , 修設瑜伽集要施食壇儀 , 明 袾宏補註
X1082 , 59 , 1 , 於密滲施食旨槩 , 明 法藏著
X1083 , 59 , 2 , 修習瑜伽集要施食壇儀 , 明 法藏著
X1084 , 59 , 2 , 瑜伽燄口註集纂要儀軌 , 清 寂暹纂
X1085 , 59 , 1 , 受菩薩戒儀 , 陳 慧思撰
X1086 , 59 , 1 , 授菩薩戒儀 , 唐 湛然述
X1087 , 59 , 1 , 略授三歸五八戒並菩薩戒 , 唐 澄照讚
X1088 , 59 , 1 , 受菩薩戒法 , 宋 延壽撰
X1094 , 59 , 1 , 釋門歸敬儀護法記 , 宋 彥起撰
X1095 , 59 , 3 , 釋門歸敬儀通真記 , 宋 了然述　日本 慧光合
X1096 , 59 , 3 , 淨心誡觀法發真鈔 , 宋 允堪述　日本 慧光合
X1097 , 59 , 1 , 釋門章服儀應法記 , 宋 元照述　日本 良信合
X1098 , 59 , 1 , 衣鉢名義章 , 宋 允堪述
X1099 , 59 , 1 , 新受戒比丘六念五觀法 , 宋 允堪撰錄
X1100 , 59 , 1 , 道具賦 , 宋 元照撰
X1102 , 59 , 1 , 佛制六物圖辯訛 , 宋 妙生述
X1103 , 59 , 1 , 三衣顯正圖 , 宋 妙生述
X1104 , 59 , 3 , 芝園遺編 , 宋 元照錄　道詢集
X1105 , 59 , 2 , 芝園集 , 宋 元照作
X1106 , 59 , 1 , 補續芝園集 , 宋 元照撰
X1107 , 59 , 3 , 律宗新學名句 , 宋 惟顯編
X1108 , 59 , 2 , 律宗問答 , 日本 俊艿問　宋 了然．智瑞．妙音答
X1109 , 59 , 3 , 終南家業 , 宋 守一述　行枝編
X1110 , 60 , 3 , 律宗會元 , 宋 守一集
X1111 , 60 , 1 , 蓬折直辨 , 宋 妙蓮撰
X1112 , 60 , 1 , 蓬折箴 , 宋 妙蓮撰
X1113 , 60 , 10 , 律苑事規 , 元 省悟編述　嗣良參訂
X1114 , 60 , 1 , 毗尼日用錄 , 明 性祇述
X1115 , 60 , 1 , 毗尼日用切要 , 清 讀體彙集
X1116 , 60 , 2 , 毗尼日用切要香乳記 , 清 書玉箋記
X1117 , 60 , 2 , 沙門日用 , 清 弘贊編
X1118 , 60 , 2 , 沙彌律儀要略增註 , 清 弘贊註
X1119 , 60 , 2 , 沙彌律儀要略述義 , 清 書玉科釋
X1120 , 60 , 3 , 沙彌律儀毗尼日用合參 , 清 戒顯訂閱　濟岳彙箋
X1121 , 60 , 1 , 沙彌十戒威儀錄要 , 明 智旭重輯
X1122 , 60 , 1 , 沙彌尼律儀要略 , 清 讀體輯集
X1123 , 60 , 3 , 在家律要廣集 , 明 智旭集　清 儀潤．陳熙願增訂
X1124 , 60 , 1 , 律要後集 , 明 智旭集
X1125 , 60 , 3 , 律學發軔 , 明 元賢述
X1126 , 60 , 2 , 弘戒法儀 , 明 法藏輯
X1127 , 60 , 1 , 傳授三壇弘戒法儀 , 明 法藏撰集　清 超遠檢錄
X1128 , 60 , 4 , 傳戒正範 , 清 讀體撰
X1129 , 60 , 3 , 歸戒要集 , 清 弘贊輯
X1130 , 60 , 1 , 八關齋法 , 清 弘贊輯
X1131 , 60 , 1 , 比丘受戒錄 , 清 弘贊述
X1132 , 60 , 1 , 比丘尼受戒錄 , 清 弘贊述
X1133 , 60 , 1 , 沙彌學戒儀軌頌註 , 清 弘贊述並註
X1134 , 60 , 2 , 二部僧授戒儀式 , 清 書玉述
X1135 , 60 , 2 , 羯磨儀式 , 清 書玉述
X1136 , 60 , 1 , 經律戒相布薩軌儀 , 明 如馨纂要
X1137 , 60 , 1 , 梵網經懺悔行法 , 明 智旭述
X1138 , 60 , 1 , 戒殺四十八問 , 清 周思仁述
X1139 , 60 , 1 , 體仁要術 , 清 彭紹升著
X1145 , 61 , 2 , 西方要決科註 , 
X1149 , 61 , 1 , 注十疑論 , 宋 澄彧註
X1154 , 61 , 2 , 淨土指歸集 , 明 大佑集
X1155 , 61 , 1 , 淨土簡要錄 , 明 道衍編
X1156 , 61 , 2 , 歸元直指集 , 明 宗本集
X1157 , 61 , 1 , 淨土決 , 明 李贄集
X1158 , 61 , 1 , 答四十八問 , 明 袾宏著
X1160 , 61 , 1 , 西方願文 , 明 袾宏著並釋
X1161 , 61 , 1 , 西方發願文註 , 清 實賢註
X1162 , 61 , 6 , 淨土資糧全集 , 明 袾宏校正　莊廣還輯
X1163 , 61 , 3 , 西方直指 , 明 一念編
X1164 , 61 , 10 , 淨土十要 , 明 成時(評點節要)
X1165 , 61 , 10 , 西方合論標註 , 明 明教標註
X1166 , 61 , 2 , 淨慈要語 , 明 元賢述
X1167 , 61 , 1 , 淨土生無生論註 , 明 正寂註
X1168 , 61 , 2 , 淨土生無生論親聞記 , 明 受教記
X1169 , 61 , 1 , 淨土生無生論會集 , 清 達默集
X1170 , 62 , 1 , 雲棲淨土彙語 , 清 虞執西．嚴培西同錄
X1171 , 62 , 1 , 淨土旨訣 , 清 道霑撰
X1172 , 62 , 10 , 淨土晨鐘 , 清 周克復纂
X1173 , 62 , 4 , 西歸直指 , 清 周夢顏彙集
X1174 , 62 , 1 , 淨土警語 , 清 行策著
X1175 , 62 , 1 , 起一心精進念佛七期規式 , 清 行策定
X1176 , 62 , 2 , 淨土全書 , 清 俞行敏重輯
X1177 , 62 , 2 , 角虎集 , 清 濟能纂輯
X1178 , 62 , 1 , 東海若解 , 清 實賢解
X1179 , 62 , 2 , 省菴法師語錄 , 清 彭際清重訂
X1180 , 62 , 2 , 重訂西方公據 , 清 彭際清集
X1181 , 62 , 2 , 念佛警策 , 清 彭際清纂
X1182 , 62 , 2 , 徹悟禪師語錄 , 清 了亮等集
X1183 , 62 , 1 , 淨業知津 , 清 悟開述
X1184 , 62 , 1 , 念佛百問 , 清 悟開著
X1185 , 62 , 4 , 徑中徑又徑 , 清 張師誠著
X1186 , 62 , 1 , 勸修淨土切要 , 清 真益願纂述
X1187 , 62 , 2 , 淨土隨學 , 清 古崑編
X1188 , 62 , 1 , 淨土必求 , 清 古崑集
X1189 , 62 , 1 , 淨土承恩集 , 清 芳慧編
X1190 , 62 , 1 , 念佛三昧 , 瑞聖歎註
X1191 , 62 , 1 , 西方確指 , 清 覺明菩薩說　常攝集
X1192 , 62 , 1 , 清珠集 , 清 治兆輯
X1193 , 62 , 1 , 蓮邦消息 , 清 妙空子述
X1194 , 62 , 1 , 淨土極信錄 , 清 戒香述
X1195 , 62 , 1 , 念佛起緣彌陀觀偈直解 , 清 張淵述
X1196 , 62 , 3 , 淨土證心集 , 清 卍蓮述
X1197 , 62 , 1 , 蓮宗必讀 , 清 古崑集
X1198 , 62 , 1 , 淨土神珠 , 清 古崑集
X1199 , 62 , 1 , 淨業痛策 , 清 照瑩集
X1200 , 62 , 1 , 時時好念佛 , 清 果能述
X1201 , 62 , 1 , 啟信雜說 , 清 周思仁輯
X1202 , 62 , 1 , 淨土紺珠 , 清 德真輯
X1203 , 62 , 1 , 修西輯要 , 清 信菴輯
X1204 , 62 , 6 , 蓮修起信錄 , 清 程兆鸞錄存
X1205 , 62 , 2 , 報恩論 , 清 沈善登述
X1206 , 62 , 1 , 持名四十八法 , 清 鄭韋庵述
X1207 , 62 , 1 , 蓮邦詩選 , 明 廣貴輯
X1208 , 62 , 1 , 唯心集 , 清 乘戒著
X1209 , 62 , 1 , 影響集 , 清 量海著
X1210 , 62 , 1 , 二林唱和詩 , 清 彭紹升集
X1211 , 62 , 1 , 觀河集節鈔 , 清 彭紹升著　弟子節鈔
X1212 , 62 , 1 , 測海集節鈔 , 清 彭紹升著　弟子節鈔
X1213 , 62 , 1 , 瓊樓吟稿節鈔 , 清 陶善著　弟子節鈔
X1214 , 62 , 1 , 蓮修必讀 , 清 觀如輯
X1215 , 62 , 1 , 普能嵩禪師淨土詩 , 清 德潤錄
X1216 , 62 , 1 , 淨土救生船詩 , 清 寬量集
X1217 , 63 , 1 , 菩提達磨大師略辨大乘入道四行觀 , 梁 菩提達磨說
X1218 , 63 , 1 , 達磨大師血脉論 , 梁 菩提達磨述
X1219 , 63 , 1 , 達磨大師悟性論 , 梁 菩提達磨述
X1220 , 63 , 1 , 達磨大師破相論 , 梁 菩提達磨述
X1222 , 63 , 1 , 修禪要訣 , 北天竺 覺愛略說　唐 明恂隨錄　慧智傳譯
X1223 , 63 , 1 , 頓悟入道要門論 , 唐 慧海撰
X1224 , 63 , 1 , 諸方門人參問語錄 , 唐 慧海撰
X1225 , 63 , 1 , 中華傳心地禪門師資承襲圖 , 唐 裴休問　宗密答
X1226 , 63 , 1 , 宗門十規論 , 唐 文益撰
X1229 , 63 , 1 , 定慧相資歌 , 宋 延壽撰
X1230 , 63 , 1 , 警世 , 宋 延壽撰
X1231 , 63 , 4 , 心賦注 , 宋 延壽述
X1232 , 63 , 1 , 智覺禪師自行錄 , 宋 文冲(重校編集)
X1233 , 63 , 1 , 祇園正儀 , 宋 道楷撰
X1234 , 63 , 1 , 臨濟宗旨 , 宋 慧洪撰
X1235 , 63 , 1 , 智證傳 , 宋 慧洪撰　覺慈編
X1236 , 63 , 3 , (重編)曹洞五位顯訣 , 宋 慧霞編　廣輝釋
X1237 , 63 , 1 , 寶鏡三昧本義 , 清 行策述
X1238 , 63 , 1 , 寶鏡三昧原宗辨謬說 , 清 淨訥述
X1239 , 63 , 1 , 溈山警策註 , 宋 守遂註
X1240 , 63 , 2 , 溈山警策句釋記 , 明 弘贊註　開詗記
X1241 , 63 , 1 , 證道歌註 , 宋 彥琪註
X1242 , 63 , 2 , 永嘉禪宗集註 , 明 傳燈重編並註
X1244 , 63 , 9 , 百丈清規證義記 , 清 儀潤證義
X1245 , 63 , 10 , (重雕補註)禪苑清規 , 宋 宗賾集
X1246 , 63 , 1 , 入眾日用 , 宋 宗壽集
X1247 , 63 , 1 , 入眾須知 , 
X1248 , 63 , 1 , 幻住庵清規 , 元 明本著
X1249 , 63 , 2 , 叢林校定清規總要 , 宋 惟勉編次
X1250 , 63 , 10 , 禪林備用清規 , 元 弋咸編
X1251 , 63 , 1 , 叢林兩序須知 , 明 通容述
X1252 , 63 , 4 , 禪林疏語考證 , 明 元賢集
X1253 , 63 , 1 , 初學記 , 宋 清覺述　元 道安注
X1254 , 63 , 1 , 正行集 , 宋 清覺述
X1255 , 63 , 1 , 禪家龜鑑 , 朝鮮 退隱述
X1256 , 63 , 1 , 宗門玄鑑圖 , 明 虗一撰
X1257 , 63 , 2 , 博山禪警語 , 明 元來說　成正集
X1258 , 63 , 1 , 禪宗直指 , 明 石成金著
X1259 , 63 , 1 , 禪門鍛鍊說 , 明 戒顯著
X1260 , 64 , 42 , 列祖提綱錄 , 清 行悅集
X1261 , 64 , 8 , 祖庭事苑 , 宋 善卿編正
X1262 , 64 , 1 , 禪林寶訓音義 , 明 大建較
X1263 , 64 , 4 , 禪林寶訓合註 , 清 張文嘉較定　張文憲參閱
X1264 , 64 , 1 , 禪林寶訓拈頌 , 清 行盛著　超記錄
X1265 , 64 , 4 , 禪林寶訓順硃 , 清 德玉順硃
X1266 , 64 , 3 , 禪林寶訓筆說 , 清 智祥述
X1268 , 64 , 1 , 叢林公論 , 宋 惠彬述
X1269 , 64 , 1 , 十牛圖頌 , 宋 師遠述
X1270 , 64 , 1 , 十牛圖頌 , 明 胡文煥著
X1271 , 64 , 1 , 十牛圖和頌 , 
X1276 , 64 , 3 , 禪門寶藏錄 , 高麗 天頙撰
X1277 , 65 , 15 , 高峰龍泉院因師集賢語錄 , 元 如瑛編
X1278 , 65 , 8 , 禪宗雜毒海 , 清 性音重編
X1279 , 65 , 1 , 五宗原 , 明 法藏著
X1280 , 65 , 10 , 闢妄救略說 , 明 圓悟著　真啟編
X1281 , 65 , 8 , 御製揀魔辨異錄 , 清 世宗皇帝製
X1282 , 65 , 3 , 五家宗旨纂要 , 清 性統編
X1283 , 65 , 2 , 宗範 , 清 錢伊庵編緝
X1285 , 65 , 1 , 慨古錄 , 明 圓澄著
X1286 , 65 , 2 , 祖庭鉗鎚錄 , 明 通容輯著
X1287 , 65 , 1 , 千松筆記 , 明 大韶著
X1288 , 65 , 3 , 萬法歸心錄 , 清 超溟著
X1289 , 65 , 1 , 禪宗指掌 , 清 行海述
X1290 , 65 , 1 , 觀心玄樞 , 宋 延壽撰
